310	12207152923635411528.wav	గత ఏడాది జరిగిన ఒక జంట యొక్క మొదటి వార్షికోత్సవాన్ని పురస్కరించుకుని కనీసం 100 మంది ఈ పార్టీకి హాజరయ్యారు.	గత ఏడాది జరిగిన ఒక జంట యొక్క మొదటి వార్షికోత్సవాన్ని పురస్కరించుకుని కనీసం 100 మంది ఈ పార్టీకి హాజరయ్యారు	గ త | ఏ డ ా ద ి | జ ర ి గ ి న | ఒ క | జ ం ట | య ొ క ్ క | మ ొ ద ట ి | వ ా ర ్ ష ి క ో త ్ స వ ా న ్ న ి | ప ు ర స ్ క ర ి ం చ ు క ు న ి | క న ీ స ం | 1 0 0 | మ ం ద ి | ఈ | ప ా ర ్ ట ీ క ి | హ ా జ ర య ్ య ా ర ు |	139200	FEMALE
449	17115283185929135492.wav	ప్రతి సంవత్సరం అక్టోబరు లో సుమారు 1.5 మిలియన్ల మంది హెర్బివోర్లు ఉత్తర కొండల నుండి మరా నదిని దాటుతూ, దక్షిణ మైదానాల వైపు ప్రయాణిస్తుంటారు.	ప్రతి సంవత్సరం అక్టోబరు లో సుమారు 1.5 మిలియన్ల మంది హెర్బివోర్లు ఉత్తర కొండల నుండి మరా నదిని దాటుతూ దక్షిణ మైదానాల వైపు ప్రయాణిస్తుంటారు	ప ్ ర త ి | స ం వ త ్ స ర ం | అ క ్ ట ో బ ర ు | ల ో | స ు మ ా ర ు | 1 . 5 | మ ి ల ి య న ్ ల | మ ం ద ి | హ ె ర ్ బ ి వ ో ర ్ ల ు | ఉ త ్ త ర | క ొ ం డ ల | న ు ం డ ి | మ ర ా | న ద ి న ి | ద ా ట ు త ూ | ద క ్ ష ి ణ | మ ై ద ా న ా ల | వ ై ప ు | ప ్ ర య ా ణ ి స ్ త ు ం ట ా ర ు |	192960	MALE
202	3225607885553589330.wav	దీని అవశేషాలు చాలా ద్వీపాలలో వర్షం కురిసేలా చేశాయి, అయినప్పటికీ ఇప్పటివరకు ఎటువంటి నష్టం లేదా వరద ఉందని నివేదించబడలేదు.	దీని అవశేషాలు చాలా ద్వీపాలలో వర్షం కురిసేలా చేశాయి అయినప్పటికీ ఇప్పటివరకు ఎటువంటి నష్టం లేదా వరద ఉందని నివేదించబడలేదు	ద ీ న ి | అ వ శ ే ష ా ల ు | చ ా ల ా | ద ్ వ ీ ప ా ల ల ో | వ ర ్ ష ం | క ు ర ి స ే ల ా | చ ే శ ా య ి | అ య ి న ప ్ ప ట ి క ీ | ఇ ప ్ ప ట ి వ ర క ు | ఎ ట ు వ ం ట ి | న ష ్ ట ం | ల ే ద ా | వ ర ద | ఉ ం ద న ి | న ి వ ే ద ి ం చ బ డ ల ే ద ు |	192960	FEMALE
130	10947307358908656596.wav	ఈ సంవత్సరం జూన్ మరియు ఆగస్టు మధ్యలో జరగబోయే, ప్రపంచంలోనే అతిపెద్ద  పబ్లిక్ ఆర్ట్ కార్యక్రమం కౌపరేడ్‌ కు ఆతిథ్యం ఇస్తున్న ఈ నగరం ఆగ్నేయ ఐరోపాలో మొదటిది.	ఈ సంవత్సరం జూన్ మరియు ఆగస్టు మధ్యలో జరగబోయే ప్రపంచంలోనే అతిపెద్ద పబ్లిక్ ఆర్ట్ కార్యక్రమం కౌపరేడ్ కు ఆతిథ్యం ఇస్తున్న ఈ నగరం ఆగ్నేయ ఐరోపాలో మొదటిది	ఈ | స ం వ త ్ స ర ం | జ ూ న ్ | మ ర ి య ు | ఆ గ స ్ ట ు | మ ధ ్ య ల ో | జ ర గ బ ో య ే | ప ్ ర ప ం చ ం ల ో న ే | అ త ి ప ె ద ్ ద | ప బ ్ ల ి క ్ | ఆ ర ్ ట ్ | క ా ర ్ య క ్ ర మ ం | క ౌ ప ర ే డ ్ | క ు | ఆ త ి థ ్ య ం | ఇ స ్ త ు న ్ న | ఈ | న గ ర ం | ఆ గ ్ న ే య | ఐ ర ో ప ా ల ో | మ ొ ద ట ి ద ి |	243840	FEMALE
319	2984855196659753526.wav	చైనా గత మూడు దశాబ్దాల్లో అధికారికంగా కమ్యూనిస్టు రాజ్యంగా మిగిలిపోయినప్పటికీ మార్కెట్ ఆర్థిక వ్యవస్థను అభివృద్ధి చేసింది.	చైనా గత మూడు దశాబ్దాల్లో అధికారికంగా కమ్యూనిస్టు రాజ్యంగా మిగిలిపోయినప్పటికీ మార్కెట్ ఆర్థిక వ్యవస్థను అభివృద్ధి చేసింది	చ ై న ా | గ త | మ ూ డ ు | ద శ ా బ ్ ద ా ల ్ ల ో | అ ధ ి క ా ర ి క ం గ ా | క మ ్ య ూ న ి స ్ ట ు | ర ా జ ్ య ం గ ా | మ ి గ ి ల ి ప ో య ి న ప ్ ప ట ి క ీ | మ ా ర ్ క ె ట ్ | ఆ ర ్ థ ి క | వ ్ య వ స ్ థ న ు | అ భ ి వ ృ ద ్ ధ ి | చ ే స ి ం ద ి |	167040	FEMALE
612	13706522720412183836.wav	కంప్యూటర్లలో ఆధునిక యానిమేషన్లను రూపొందించవచ్చు మరియు ఈ రకమైన యానిమేషన్ ని టెలివిజన్ మరియు సినిమాలలో ఎక్కువగా ఉపయోగిస్తున్నారు.	కంప్యూటర్లలో ఆధునిక యానిమేషన్లను రూపొందించవచ్చు మరియు ఈ రకమైన యానిమేషన్ ని టెలివిజన్ మరియు సినిమాలలో ఎక్కువగా ఉపయోగిస్తున్నారు	క ం ప ్ య ూ ట ర ్ ల ల ో | ఆ ధ ు న ి క | య ా న ి మ ే ష న ్ ల న ు | ర ూ ప ొ ం ద ి ం చ వ చ ్ చ ు | మ ర ి య ు | ఈ | ర క మ ై న | య ా న ి మ ే ష న ్ | న ి | ట ె ల ి వ ి జ న ్ | మ ర ి య ు | స ి న ి మ ా ల ల ో | ఎ క ్ క ు వ గ ా | ఉ ప య ో గ ి స ్ త ు న ్ న ా ర ు |	207360	FEMALE
851	16990883881775333044.wav	గుంటను మంటల నుంచి వేడి రాళ్ళతో వేడి చేస్తారు, లేదా కొన్ని చోట్ల జియోథర్మల్ హీట్ సహజంగా నేలను వేడి చేస్తుంది.	గుంటను మంటల నుంచి వేడి రాళ్ళతో వేడి చేస్తారు లేదా కొన్ని చోట్ల జియోథర్మల్ హీట్ సహజంగా నేలను వేడి చేస్తుంది	గ ు ం ట న ు | మ ం ట ల | న ు ం చ ి | వ ే డ ి | ర ా ళ ్ ళ త ో | వ ే డ ి | చ ే స ్ త ా ర ు | ల ే ద ా | క ొ న ్ న ి | చ ో ట ్ ల | జ ి య ో థ ర ్ మ ల ్ | హ ీ ట ్ | స హ జ ం గ ా | న ే ల న ు | వ ే డ ి | చ ే స ్ త ు ం ద ి |	140160	FEMALE
621	9327189245913656402.wav	ఒక దాని చరిత్రను అర్థం చేసుకోవడమంటే సంస్కృతిని అర్థం చేసుకోవడం కాదు, ఇది సంస్థ యొక్క చరిత్రలో కనీసం తామెక్కడ ఉన్నామన్న అవగాహనను ప్రజలకు తెలియజేస్తుంది.	ఒక దాని చరిత్రను అర్థం చేసుకోవడమంటే సంస్కృతిని అర్థం చేసుకోవడం కాదు ఇది సంస్థ యొక్క చరిత్రలో కనీసం తామెక్కడ ఉన్నామన్న అవగాహనను ప్రజలకు తెలియజేస్తుంది	ఒ క | ద ా న ి | చ ర ి త ్ ర న ు | అ ర ్ థ ం | చ ే స ు క ో వ డ మ ం ట ే | స ం స ్ క ృ త ి న ి | అ ర ్ థ ం | చ ే స ు క ో వ డ ం | క ా ద ు | ఇ ద ి | స ం స ్ థ | య ొ క ్ క | చ ర ి త ్ ర ల ో | క న ీ స ం | త ా మ ె క ్ క డ | ఉ న ్ న ా మ న ్ న | అ వ గ ా హ న న ు | ప ్ ర జ ల క ు | త ె ల ి య జ ే స ్ త ు ం ద ి |	203520	MALE
196	4941205753521634206.wav	మాసా కనీసం 2009 సీజన్ లో మిగిలిన కోసం అవుట్ చేయాల్సి ఉంది.	మాసా కనీసం 2009 సీజన్ లో మిగిలిన కోసం అవుట్ చేయాల్సి ఉంది	మ ా స ా | క న ీ స ం | 2 0 0 9 | స ీ జ న ్ | ల ో | మ ి గ ి ల ి న | క ో స ం | అ వ ు ట ్ | చ ే య ా ల ్ స ి | ఉ ం ద ి |	135360	FEMALE
1186	6229187946458053667.wav	పర్షియన్ భాషలో సాపేక్షంగా సులభమైన మరియు ఎక్కువగా క్రమవ్యాకరణాలు ఉన్నాయి.	పర్షియన్ భాషలో సాపేక్షంగా సులభమైన మరియు ఎక్కువగా క్రమవ్యాకరణాలు ఉన్నాయి	ప ర ్ ష ి య న ్ | భ ా ష ల ో | స ా ప ే క ్ ష ం గ ా | స ు ల భ మ ై న | మ ర ి య ు | ఎ క ్ క ు వ గ ా | క ్ ర మ వ ్ య ా క ర ణ ా ల ు | ఉ న ్ న ా య ి |	117120	FEMALE
182	9038539057693843531.wav	ఐరిష్ ప్రభుత్వం పరిస్థితిని సరిచేయడానికి పార్లమెంటరీ చట్టం యొక్క ఆవశ్యకతను గట్టిగా చెబుతోంది.	ఐరిష్ ప్రభుత్వం పరిస్థితిని సరిచేయడానికి పార్లమెంటరీ చట్టం యొక్క ఆవశ్యకతను గట్టిగా చెబుతోంది	ఐ ర ి ష ్ | ప ్ ర భ ు త ్ వ ం | ప ర ి స ్ థ ి త ి న ి | స ర ి చ ే య డ ా న ి క ి | ప ా ర ్ ల మ ె ం ట ర ీ | చ ట ్ ట ం | య ొ క ్ క | ఆ వ శ ్ య క త న ు | గ ట ్ ట ి గ ా | చ ె బ ు త ో ం ద ి |	161280	FEMALE
370	14261377889607165639.wav	కొంతమంది శాస్త్రవేత్తలు ట్రైసెరాటోప్ లు సైకాడ్ లను తిన్నారు, ఇది క్రెటేషియస్ లో సాధారణంగా ఉండే ఒక రకమైన మొక్క.	కొంతమంది శాస్త్రవేత్తలు ట్రైసెరాటోప్ లు సైకాడ్ లను తిన్నారు ఇది క్రెటేషియస్ లో సాధారణంగా ఉండే ఒక రకమైన మొక్క	క ొ ం త మ ం ద ి | శ ా స ్ త ్ ర వ ే త ్ త ల ు | ట ్ ర ై స ె ర ా ట ో ప ్ | ల ు | స ై క ా డ ్ | ల న ు | త ి న ్ న ా ర ు | ఇ ద ి | క ్ ర ె ట ే ష ి య స ్ | ల ో | స ా ధ ా ర ణ ం గ ా | ఉ ం డ ే | ఒ క | ర క మ ై న | మ ొ క ్ క |	208320	FEMALE
1146	7373156104135383628.wav	అయితే , డ్రైవర్ తలకు తీవ్ర గాయాలయ్యాయి.	అయితే  డ్రైవర్ తలకు తీవ్ర గాయాలయ్యాయి	అ య ి త ే | డ ్ ర ై వ ర ్ | త ల క ు | త ీ వ ్ ర | గ ా య ా ల య ్ య ా య ి |	57600	FEMALE
311	5724556211143115728.wav	ఈ సందర్భంగా అధికారులు మాట్లాడుతూ.	ఈ సందర్భంగా అధికారులు మాట్లాడుతూ	ఈ | స ం ద ర ్ భ ం గ ా | అ ధ ి క ా ర ు ల ు | మ ా ట ్ ల ా డ ు త ూ |	63360	FEMALE
438	12351720376525451379.wav	1649లో, జాబ్ద్రుంగ్ నగావాంగ్ నామ్గ్యేల్ టిబెట్-మంగోల్ దళాలకు వ్యతిరేకంగా తన విజయాన్ని జ్ఞాపకార్థం కోటను రూపొందించాడని చెప్పబడింది.	1649లో జాబ్ద్రుంగ్ నగావాంగ్ నామ్గ్యేల్ టిబెట్-మంగోల్ దళాలకు వ్యతిరేకంగా తన విజయాన్ని జ్ఞాపకార్థం కోటను రూపొందించాడని చెప్పబడింది	1 6 4 9 ల ో | జ ా బ ్ ద ్ ర ు ం గ ్ | న గ ా వ ా ం గ ్ | న ా మ ్ గ ్ య ే ల ్ | ట ి బ ె ట ్ - మ ం గ ో ల ్ | ద ళ ా ల క ు | వ ్ య త ి ర ే క ం గ ా | త న | వ ి జ య ా న ్ న ి | జ ్ ఞ ా ప క ా ర ్ థ ం | క ో ట న ు | ర ూ ప ొ ం ద ి ం చ ా డ న ి | చ ె ప ్ ప బ డ ి ం ద ి |	388800	MALE
867	15510454083618881605.wav	అభివృద్ధి చెందుతున్న దేశంలో మొదటిసారి పర్యటిస్తుంటే - లేదా ప్రపంచంలోని కొత్త భాగంలో ప్రయాణిస్తుంటే - వచ్చే తీవ్ర సంస్కృతి కుదుపు‌ను తక్కువ అంచనా వేయవద్దు.	అభివృద్ధి చెందుతున్న దేశంలో మొదటిసారి పర్యటిస్తుంటే లేదా ప్రపంచంలోని కొత్త భాగంలో ప్రయాణిస్తుంటే వచ్చే తీవ్ర సంస్కృతి కుదుపును తక్కువ అంచనా వేయవద్దు	అ భ ి వ ృ ద ్ ధ ి | చ ె ం ద ు త ు న ్ న | ద ే శ ం ల ో | మ ొ ద ట ి స ా ర ి | ప ర ్ య ట ి స ్ త ు ం ట ే | ల ే ద ా | ప ్ ర ప ం చ ం ల ో న ి | క ొ త ్ త | భ ా గ ం ల ో | ప ్ ర య ా ణ ి స ్ త ు ం ట ే | వ చ ్ చ ే | త ీ వ ్ ర | స ం స ్ క ృ త ి | క ు ద ు ప ు న ు | త క ్ క ు వ | అ ం చ న ా | వ ే య వ ద ్ ద ు |	213120	FEMALE
154	16649021371877649606.wav	అంగారక పదార్థం భూమిమీద పడటం అనేది రసాయనికంగా నిర్ధారించబడిన ట్లు ప్రజలు గమనించడం చరిత్రలో ఇది ఐదవసారి అని భావిస్తున్నారు.	అంగారక పదార్థం భూమిమీద పడటం అనేది రసాయనికంగా నిర్ధారించబడిన ట్లు ప్రజలు గమనించడం చరిత్రలో ఇది ఐదవసారి అని భావిస్తున్నారు	అ ం గ ా ర క | ప ద ా ర ్ థ ం | భ ూ మ ి మ ీ ద | ప డ ట ం | అ న ే ద ి | ర స ా య న ి క ం గ ా | న ి ర ్ ధ ా ర ి ం చ బ డ ి న | ట ్ ల ు | ప ్ ర జ ల ు | గ మ న ి ం చ డ ం | చ ర ి త ్ ర ల ో | ఇ ద ి | ఐ ద వ స ా ర ి | అ న ి | భ ా వ ి స ్ త ు న ్ న ా ర ు |	224640	FEMALE
1291	11028395678204824926.wav	కమ్యూనిటీ గొడవలు  మిలియన్ల  బహిరంగ - లైసెన్స్  మీడియాకు ఆతిధ్యం ఇచ్చే సైట్ కోసం లైంగిక విషయానికి సంబంధించిన ఒక విధానాన్ని రూపొందించడానికి ప్రస్తుత ప్రయత్నాలు దారి తీసాయి.	కమ్యూనిటీ గొడవలు మిలియన్ల బహిరంగ లైసెన్స్ మీడియాకు ఆతిధ్యం ఇచ్చే సైట్ కోసం లైంగిక విషయానికి సంబంధించిన ఒక విధానాన్ని రూపొందించడానికి ప్రస్తుత ప్రయత్నాలు దారి తీసాయి	క మ ్ య ూ న ి ట ీ | గ ొ డ వ ల ు | మ ి ల ి య న ్ ల | బ హ ి ర ం గ | ల ై స ె న ్ స ్ | మ ీ డ ి య ా క ు | ఆ త ి ధ ్ య ం | ఇ చ ్ చ ే | స ై ట ్ | క ో స ం | ల ై ం గ ి క | వ ి ష య ా న ి క ి | స ం బ ం ధ ి ం చ ి న | ఒ క | వ ి ధ ా న ా న ్ న ి | ర ూ ప ొ ం ద ి ం చ డ ా న ి క ి | ప ్ ర స ్ త ు త | ప ్ ర య త ్ న ా ల ు | ద ా ర ి | త ీ స ా య ి |	228480	MALE
1317	18005864788695662948.wav	జీవనాధార వ్యవసాయం సాధారణంగా తరచుగా సేంద్రీయంగా ఉంటుంది, పంట మార్పిడితో సహా దాచిన విత్తనాలని ప్రాంతానికి  లేదా ఇతర సాధారణ టెక్నిక్ లతో  ఎక్కువ దిగుబడి కోసం ఉపయోగించే వ్యవస్థ.	జీవనాధార వ్యవసాయం సాధారణంగా తరచుగా సేంద్రీయంగా ఉంటుంది పంట మార్పిడితో సహా దాచిన విత్తనాలని ప్రాంతానికి లేదా ఇతర సాధారణ టెక్నిక్ లతో ఎక్కువ దిగుబడి కోసం ఉపయోగించే వ్యవస్థ	జ ీ వ న ా ధ ా ర | వ ్ య వ స ా య ం | స ా ధ ా ర ణ ం గ ా | త ర చ ు గ ా | స ే ం ద ్ ర ీ య ం గ ా | ఉ ం ట ు ం ద ి | ప ం ట | మ ా ర ్ ప ి డ ి త ో | స హ ా | ద ా చ ి న | వ ి త ్ త న ా ల న ి | ప ్ ర ా ం త ా న ి క ి | ల ే ద ా | ఇ త ర | స ా ధ ా ర ణ | ట ె క ్ న ి క ్ | ల త ో | ఎ క ్ క ు వ | ద ి గ ు బ డ ి | క ో స ం | ఉ ప య ో గ ి ం చ ే | వ ్ య వ స ్ థ |	245760	MALE
217	15326949628585231140.wav	స్క్వాష్, కరాటే రోలర్ క్రీడలు అలాగే బేస్ బాల్ ఇంకా సాఫ్ట్ బాల్ ఒలింపిక్ కార్యక్రమం లోకి రావడానికి ప్రయత్నించాయి, ఇవి 2005లో ఒలింపిక్ క్రీడల నుండి తొలగించబడ్డాయి.	స్క్వాష్ కరాటే రోలర్ క్రీడలు అలాగే బేస్ బాల్ ఇంకా సాఫ్ట్ బాల్ ఒలింపిక్ కార్యక్రమం లోకి రావడానికి ప్రయత్నించాయి ఇవి 2005లో ఒలింపిక్ క్రీడల నుండి తొలగించబడ్డాయి	స ్ క ్ వ ా ష ్ | క ర ా ట ే | ర ో ల ర ్ | క ్ ర ీ డ ల ు | అ ల ా గ ే | బ ే స ్ | బ ా ల ్ | ఇ ం క ా | స ా ఫ ్ ట ్ | బ ా ల ్ | ఒ ల ి ం ప ి క ్ | క ా ర ్ య క ్ ర మ ం | ల ో క ి | ర ా వ డ ా న ి క ి | ప ్ ర య త ్ న ి ం చ ా య ి | ఇ వ ి | 2 0 0 5 ల ో | ఒ ల ి ం ప ి క ్ | క ్ ర ీ డ ల | న ు ం డ ి | త ొ ల గ ి ం చ బ డ ్ డ ా య ి |	219840	MALE
198	7799600657495872857.wav	అధ్యక్షుడి పరిస్థితి నిలకడగా ఉంది, అయితే అతను చాలా రోజుల పాటు ఇంటి వద్ద ఒంటరిగా ఉంటారు.	అధ్యక్షుడి పరిస్థితి నిలకడగా ఉంది అయితే అతను చాలా రోజుల పాటు ఇంటి వద్ద ఒంటరిగా ఉంటారు	అ ధ ్ య క ్ ష ు డ ి | ప ర ి స ్ థ ి త ి | న ి ల క డ గ ా | ఉ ం ద ి | అ య ి త ే | అ త న ు | చ ా ల ా | ర ో జ ు ల | ప ా ట ు | ఇ ం ట ి | వ ద ్ ద | ఒ ం ట ర ి గ ా | ఉ ం ట ా ర ు |	138240	FEMALE
